L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2403333,187755,7756,1,39.00,71867.25,0.05,0.00,N,O,1996-10-14,1997-01-03,1996-10-29,"DELIVER IN PERSON",MAIL,"ing requests. carefully bold ac"
2403333,182688,7725,2,49.00,86763.32,0.10,0.07,N,O,1996-12-25,1996-11-11,1996-12-31,"DELIVER IN PERSON",AIR,"hless, pending excuses. pending ideas sle"
2403333,28749,1252,3,27.00,45298.98,0.08,0.07,N,O,1997-01-16,1996-12-16,1997-01-24,NONE,AIR,"uffily even dependencies are furio"
2403333,178167,685,4,42.00,52296.72,0.09,0.05,N,O,1997-01-11,1996-12-29,1997-02-09,"TAKE BACK RETURN",TRUCK," requests. pe"
2403333,44457,6962,5,27.00,37839.15,0.01,0.00,N,O,1996-10-20,1996-12-23,1996-11-01,NONE,MAIL,"riously blithely"
2403333,177688,206,6,6.00,10594.08,0.05,0.05,N,O,1996-10-18,1996-12-17,1996-10-28,NONE,MAIL,"cajole slyly above "
2403333,1296,3797,7,42.00,50286.18,0.07,0.08,N,O,1996-12-21,1996-12-03,1996-12-23,"DELIVER IN PERSON",TRUCK,"kages cajole slyly about the instr"
2403334,166506,1539,1,33.00,51892.50,0.10,0.05,N,O,1997-02-19,1996-12-08,1997-03-13,"DELIVER IN PERSON",SHIP,"usual, even forges nag about the thinly "
2403334,60555,3062,2,35.00,53044.25,0.08,0.04,N,O,1996-12-14,1997-01-22,1996-12-18,"DELIVER IN PERSON",SHIP," about the furiously final"
2403335,50483,484,1,15.00,21502.20,0.01,0.05,N,O,1996-08-01,1996-05-09,1996-08-06,NONE,SHIP,"even packages boost ca"
2403360,184230,1785,1,4.00,5256.92,0.06,0.08,N,O,1998-09-04,1998-08-31,1998-09-09,NONE,FOB,"d have to nag car"
2403360,147079,7080,2,30.00,33782.10,0.01,0.08,N,O,1998-09-15,1998-07-27,1998-09-26,"DELIVER IN PERSON",TRUCK,"regular decoy"
2403360,156721,1752,3,7.00,12444.04,0.02,0.04,N,O,1998-07-03,1998-07-11,1998-07-06,"DELIVER IN PERSON",SHIP,"ing, ironic depo"
2403360,6116,1117,4,1.00,1022.11,0.01,0.04,N,O,1998-06-09,1998-08-16,1998-06-25,"DELIVER IN PERSON",TRUCK,"lly final Tires"
2403361,173009,561,1,45.00,48690.00,0.02,0.07,A,F,1994-12-09,1995-02-16,1994-12-12,"TAKE BACK RETURN",AIR,"y unusual accounts affix furiously pending"
2403361,150288,7834,2,8.00,10706.24,0.06,0.04,A,F,1994-12-30,1995-01-08,1995-01-11,"TAKE BACK RETURN",TRUCK,"packages around the furious"
2403361,90400,7928,3,18.00,25027.20,0.00,0.06,A,F,1995-02-11,1995-02-06,1995-02-12,"COLLECT COD",SHIP,"ironic deposits. c"
2403361,140177,178,4,39.00,47469.63,0.10,0.07,A,F,1995-03-01,1995-01-31,1995-03-03,"COLLECT COD","REG AIR","xes cajole about the d"
2403362,177690,5242,1,49.00,86616.81,0.00,0.08,N,O,1998-10-01,1998-10-15,1998-10-24,"DELIVER IN PERSON",TRUCK,"ing deposits. carefully regular ac"
2403362,31981,1982,2,15.00,28694.70,0.05,0.03,N,O,1998-10-11,1998-09-06,1998-10-14,"COLLECT COD",SHIP,"uriously final dolphins-- "
2403362,99866,7394,3,48.00,89561.28,0.00,0.05,N,O,1998-11-26,1998-08-29,1998-12-05,"DELIVER IN PERSON",RAIL,"refully unusual accounts sleep furiou"
2403362,37902,7903,4,12.00,22078.80,0.10,0.08,N,O,1998-11-05,1998-10-12,1998-11-22,"TAKE BACK RETURN",AIR,"ound the slyly close packa"
2403362,9636,9637,5,5.00,7728.15,0.09,0.07,N,O,1998-08-18,1998-09-29,1998-08-22,NONE,TRUCK,"al requests "
2403362,137897,2924,6,19.00,36762.91,0.07,0.05,N,O,1998-10-19,1998-09-25,1998-11-07,"COLLECT COD",TRUCK,"ans boost. regul"
2403363,155151,5152,1,14.00,16886.10,0.01,0.02,N,O,1995-12-11,1995-12-25,1995-12-28,"COLLECT COD",TRUCK,"g the theodolites. blithely even ac"
2403363,22101,9608,2,6.00,6138.60,0.07,0.01,N,O,1995-11-25,1995-12-22,1995-12-04,NONE,"REG AIR","old requests haggle along the ironic, sp"
2403363,35831,8335,3,26.00,45937.58,0.05,0.02,N,O,1995-11-09,1996-01-04,1995-11-30,"TAKE BACK RETURN",TRUCK,"ully even deposits. ironic, regu"
2403364,129192,4217,1,4.00,4884.76,0.07,0.07,R,F,1993-06-27,1993-04-22,1993-06-28,"DELIVER IN PERSON",FOB,"ets boost slyly about the pendin"
2403364,115704,727,2,3.00,5159.10,0.04,0.07,R,F,1993-06-28,1993-04-03,1993-07-21,"TAKE BACK RETURN",TRUCK,"regular deposits ca"
2403364,32748,5252,3,16.00,26891.84,0.09,0.00,R,F,1993-03-15,1993-04-23,1993-04-05,"TAKE BACK RETURN","REG AIR","ing requests after "
2403364,189585,9586,4,4.00,6698.32,0.04,0.07,R,F,1993-04-14,1993-04-02,1993-05-04,"COLLECT COD",SHIP,"pecial accoun"
2403364,139770,2284,5,45.00,81439.65,0.05,0.07,R,F,1993-05-02,1993-05-05,1993-05-26,"TAKE BACK RETURN",RAIL,"onic, silent deposits wake slyly "
2403364,102199,4710,6,43.00,51651.17,0.02,0.07,R,F,1993-05-01,1993-05-27,1993-05-04,"COLLECT COD",RAIL,"r requests cajole above "
2403364,50900,901,7,20.00,37018.00,0.10,0.06,A,F,1993-05-03,1993-05-05,1993-05-17,"TAKE BACK RETURN",AIR,"p fluffily"
2403365,65677,8184,1,26.00,42709.42,0.08,0.05,N,O,1996-06-20,1996-07-02,1996-07-07,"DELIVER IN PERSON",MAIL,"ously final notornis. speci"
2403365,20458,5463,2,44.00,60651.80,0.10,0.01,N,O,1996-08-11,1996-07-19,1996-09-03,"TAKE BACK RETURN",RAIL,"lly final accounts. fur"
2403365,32630,5134,3,30.00,46878.90,0.00,0.05,N,O,1996-07-21,1996-06-14,1996-08-08,"COLLECT COD",FOB,"ages haggle carefully"
2403365,5697,5698,4,4.00,6410.76,0.00,0.07,N,O,1996-06-29,1996-06-14,1996-07-03,"COLLECT COD",FOB,"sts. pains are slyly. furiously final d"
2403365,141544,4059,5,35.00,55493.90,0.05,0.00,N,O,1996-06-24,1996-07-29,1996-07-12,"TAKE BACK RETURN",SHIP,"slyly ironic theodolites boost about t"
2403366,177306,4858,1,33.00,45648.90,0.07,0.03,N,O,1996-08-02,1996-06-06,1996-08-12,"TAKE BACK RETURN",SHIP,"lyly final pa"
2403366,181818,4337,2,14.00,26597.34,0.01,0.06,N,O,1996-05-04,1996-05-29,1996-05-28,"TAKE BACK RETURN",FOB,"o beans alongside of the slyly ironic the"
2403366,5773,774,3,1.00,1678.77,0.07,0.02,N,O,1996-04-14,1996-06-05,1996-04-21,"TAKE BACK RETURN",SHIP,"ven, regular packages along the fur"
2403366,17893,2896,4,50.00,90544.50,0.05,0.02,N,O,1996-06-16,1996-05-12,1996-06-25,"COLLECT COD",MAIL," at the express, "
2403366,125940,965,5,28.00,55046.32,0.10,0.03,N,O,1996-06-15,1996-07-01,1996-06-18,"TAKE BACK RETURN",FOB," pending asymptotes mold. quickl"
2403367,167750,5299,1,7.00,12724.25,0.06,0.00,N,O,1998-01-02,1997-12-20,1998-01-29,"TAKE BACK RETURN",MAIL,"s. regular, even accounts integrate ab"
2403367,170549,3067,2,7.00,11336.78,0.09,0.04,N,O,1997-12-10,1997-12-10,1997-12-22,"DELIVER IN PERSON",FOB,"en pinto bea"
2403367,4448,4449,3,49.00,66269.56,0.05,0.05,N,O,1997-12-02,1997-12-04,1997-12-06,NONE,"REG AIR"," foxes wake slyly ironic pac"
2403392,54638,7144,1,27.00,43001.01,0.05,0.01,N,O,1996-09-30,1996-11-10,1996-10-29,"COLLECT COD",SHIP,"pendencies doubt furiously carefully "
2403392,92182,4692,2,31.00,36399.58,0.06,0.06,N,O,1996-12-09,1996-09-24,1996-12-15,"COLLECT COD",TRUCK," carefully "
2403392,86749,6750,3,16.00,27771.84,0.03,0.06,N,O,1996-12-02,1996-11-07,1996-12-13,"COLLECT COD","REG AIR","ironic decoys hinder furiously after t"
2403392,189732,7287,4,6.00,10930.38,0.07,0.02,N,O,1996-11-09,1996-10-03,1996-11-12,"DELIVER IN PERSON",FOB," the even deposits use slyly slyly regul"
2403392,19558,2060,5,43.00,63534.65,0.08,0.06,N,O,1996-10-03,1996-10-31,1996-10-18,"TAKE BACK RETURN",RAIL,"ular deposits dazzle careful"
2403392,102987,2988,6,19.00,37809.62,0.00,0.02,N,O,1996-09-01,1996-10-23,1996-09-13,"DELIVER IN PERSON",RAIL,"blithely alo"
2403393,143437,5952,1,5.00,7402.15,0.06,0.00,N,O,1997-09-02,1997-10-11,1997-09-28,"DELIVER IN PERSON",MAIL,"le carefully according"
2403393,132739,279,2,24.00,42521.52,0.05,0.06,N,O,1997-09-05,1997-09-15,1997-09-21,"DELIVER IN PERSON",SHIP,"pecial deposits. final accou"
2403393,138402,5942,3,25.00,36010.00,0.02,0.08,N,O,1997-10-05,1997-09-11,1997-10-25,"TAKE BACK RETURN",FOB,"ages? regular pinto beans haggle across the"
2403393,111162,3674,4,16.00,18770.56,0.01,0.02,N,O,1997-10-28,1997-09-13,1997-11-13,NONE,RAIL," foxes according to the quickly ironic"
2403393,98630,8631,5,15.00,24429.45,0.10,0.03,N,O,1997-08-30,1997-09-18,1997-09-07,"TAKE BACK RETURN","REG AIR"," express r"
2403393,60436,7955,6,46.00,64235.78,0.04,0.08,N,O,1997-10-18,1997-08-17,1997-10-31,"DELIVER IN PERSON",AIR,"y above the evenly silent ideas: requests"
2403393,147675,7676,7,21.00,36176.07,0.06,0.06,N,O,1997-10-22,1997-10-10,1997-11-17,NONE,FOB,"en pinto beans use ca"
2403394,163960,6477,1,17.00,34407.32,0.02,0.08,N,O,1997-06-21,1997-07-24,1997-07-21,"COLLECT COD","REG AIR","ly. quickly final accounts breac"
2403394,67074,2087,2,14.00,14574.98,0.03,0.01,N,O,1997-07-06,1997-08-21,1997-07-09,NONE,RAIL,"ainst the fi"
2403394,108075,586,3,45.00,48738.15,0.09,0.08,N,O,1997-06-27,1997-08-08,1997-07-06,NONE,RAIL,"ly alongside of the carefully pending instr"
2403394,4943,7444,4,42.00,77613.48,0.03,0.07,N,O,1997-09-07,1997-07-24,1997-09-21,"TAKE BACK RETURN",SHIP,"x across the pinto beans. ent"
2403394,66388,8895,5,11.00,14898.18,0.03,0.08,N,O,1997-10-01,1997-08-23,1997-10-10,NONE,RAIL,"losely after "
2403394,181738,1739,6,18.00,32755.14,0.06,0.04,N,O,1997-08-28,1997-07-04,1997-09-10,"DELIVER IN PERSON",AIR,"the carefully special"
2403395,141131,1132,1,22.00,25786.86,0.03,0.05,A,F,1993-04-11,1993-05-26,1993-05-06,"COLLECT COD",SHIP,"its engage "
2403395,172857,2858,2,2.00,3859.70,0.05,0.01,R,F,1993-05-10,1993-05-17,1993-06-03,NONE,RAIL,"ic accounts. carefully pendi"
2403395,194143,6663,3,46.00,56908.44,0.08,0.00,A,F,1993-05-05,1993-04-05,1993-05-22,"DELIVER IN PERSON",FOB,"ular accounts a"
2403395,154335,9366,4,7.00,9725.31,0.09,0.08,A,F,1993-05-12,1993-04-15,1993-06-10,"DELIVER IN PERSON",RAIL," against the fluff"
2403395,103832,8853,5,32.00,58746.56,0.10,0.03,R,F,1993-06-03,1993-04-17,1993-06-12,"DELIVER IN PERSON",RAIL," instructions cajole furiously Tir"
2403395,101868,6889,6,7.00,13089.02,0.03,0.05,R,F,1993-03-29,1993-04-13,1993-03-31,"TAKE BACK RETURN",FOB," fluffily about the final deposits. qu"
2403396,172362,4880,1,9.00,12909.24,0.06,0.05,R,F,1993-07-14,1993-06-29,1993-08-02,"DELIVER IN PERSON",FOB,"alongside "
2403396,86131,3656,2,20.00,22342.60,0.03,0.07,R,F,1993-08-25,1993-07-06,1993-09-02,"TAKE BACK RETURN",MAIL,"wake furiously. slyly regula"
2403396,199172,9173,3,13.00,16525.21,0.04,0.02,A,F,1993-08-27,1993-08-08,1993-09-04,NONE,TRUCK,"s wake fur"
2403396,74504,7012,4,36.00,53226.00,0.00,0.03,R,F,1993-09-12,1993-08-01,1993-10-06,"DELIVER IN PERSON","REG AIR","ut the depen"
2403396,182176,9731,5,14.00,17614.38,0.09,0.01,A,F,1993-07-03,1993-07-29,1993-07-16,"DELIVER IN PERSON",AIR,"urts among the regular a"
2403396,23313,820,6,5.00,6181.55,0.05,0.04,R,F,1993-07-19,1993-07-07,1993-08-06,NONE,"REG AIR","oxes boost furiously? quickly silent pla"
2403396,18748,6252,7,16.00,26667.84,0.02,0.08,A,F,1993-06-01,1993-06-21,1993-06-09,NONE,MAIL,"ully ironic packages. exp"
2403397,97190,4718,1,17.00,20182.23,0.09,0.02,R,F,1994-10-13,1994-08-06,1994-10-21,"TAKE BACK RETURN",TRUCK," the even accounts. ironic, reg"
2403397,68763,8764,2,3.00,5195.28,0.06,0.03,A,F,1994-10-09,1994-08-22,1994-10-26,"COLLECT COD",SHIP," blithely regular accounts are never afte"
2403398,155981,8497,1,42.00,85553.16,0.08,0.07,A,F,1995-02-16,1995-03-11,1995-03-06,"TAKE BACK RETURN",FOB," fluffily express ins"
2403399,92217,4727,1,11.00,13301.31,0.05,0.03,N,O,1996-07-20,1996-05-24,1996-08-09,"DELIVER IN PERSON","REG AIR","lly ironic deposits. express accounts a"
2403399,85941,5942,2,17.00,32757.98,0.09,0.03,N,O,1996-06-21,1996-06-05,1996-07-18,"TAKE BACK RETURN",SHIP,"s. ideas caj"
2403399,1715,6716,3,45.00,72751.95,0.07,0.07,N,O,1996-04-21,1996-05-17,1996-04-25,"DELIVER IN PERSON",TRUCK,"thrash car"
2403399,16388,8890,4,45.00,58697.10,0.06,0.05,N,O,1996-07-29,1996-06-05,1996-08-16,"DELIVER IN PERSON",FOB," slyly express theodolites nag against "
2403399,32277,2278,5,35.00,42324.45,0.10,0.08,N,O,1996-05-15,1996-06-09,1996-05-18,"DELIVER IN PERSON",FOB," blithely even excuses. thinly bold asymp"
2403399,78836,8837,6,40.00,72593.20,0.08,0.06,N,O,1996-07-23,1996-07-04,1996-08-07,NONE,TRUCK,"fily final d"
2403424,96783,9293,1,20.00,35595.60,0.10,0.02,R,F,1993-01-26,1993-02-14,1993-02-22,"TAKE BACK RETURN",TRUCK,"ghout the final deposits dazzle slyly exp"
2403424,28444,3449,2,18.00,24703.92,0.08,0.07,R,F,1993-04-10,1993-02-13,1993-04-14,"TAKE BACK RETURN",FOB,"ependencies. carefully ironic deposit"
2403424,51571,6582,3,47.00,71560.79,0.10,0.07,A,F,1993-02-16,1993-03-26,1993-03-09,"COLLECT COD",MAIL,"orbits. furiously special deposits nag "
2403424,147559,74,4,41.00,65868.55,0.04,0.04,R,F,1993-01-23,1993-03-10,1993-02-05,"DELIVER IN PERSON",MAIL,"slyly final pinto beans w"
2403424,9590,7091,5,21.00,31491.39,0.04,0.04,A,F,1993-01-21,1993-03-28,1993-02-18,"TAKE BACK RETURN",MAIL,"ully dogged deposits cajole th"
2403425,128599,3624,1,2.00,3255.18,0.03,0.08,R,F,1993-04-11,1993-05-08,1993-04-26,NONE,FOB,"ular deposits d"
2403425,162931,480,2,27.00,53836.11,0.01,0.02,A,F,1993-03-05,1993-05-05,1993-03-10,"TAKE BACK RETURN",MAIL,"uriously final requests are carefully ab"
2403425,169565,2082,3,26.00,42498.56,0.01,0.08,R,F,1993-05-12,1993-04-07,1993-06-08,NONE,TRUCK,"posits above the carefully ironic pa"
2403425,65923,5924,4,10.00,18889.20,0.04,0.08,R,F,1993-06-07,1993-03-31,1993-07-04,"COLLECT COD",SHIP,"s haggle alongside of the theodolites. ide"
2403425,159493,4524,5,18.00,27944.82,0.03,0.07,A,F,1993-06-10,1993-03-28,1993-06-18,NONE,"REG AIR","round the furiousl"
2403426,149553,4582,1,17.00,27243.35,0.03,0.07,N,O,1995-09-12,1995-09-06,1995-10-09,"COLLECT COD",RAIL,"oxes use blithely abo"
2403427,114236,6748,1,12.00,15002.76,0.01,0.08,A,F,1994-04-24,1994-02-10,1994-05-10,"TAKE BACK RETURN",RAIL,"arefully-- de"
2403427,159532,7078,2,33.00,52520.49,0.04,0.04,A,F,1994-04-05,1994-02-09,1994-05-05,"TAKE BACK RETURN",MAIL," the silent or"
2403427,47129,2138,3,17.00,18294.04,0.03,0.05,A,F,1994-01-11,1994-03-12,1994-01-17,NONE,"REG AIR","xcuses. theodo"
2403428,139496,7036,1,11.00,16890.39,0.07,0.01,N,O,1997-03-06,1997-02-03,1997-04-01,"COLLECT COD",FOB,"eodolites. slyly i"
2403429,10472,473,1,42.00,58063.74,0.07,0.02,R,F,1995-05-10,1995-05-27,1995-05-12,"COLLECT COD",AIR,"ic ideas sleep furiously regular r"
2403429,191672,4192,2,3.00,5291.01,0.04,0.03,R,F,1995-03-28,1995-05-14,1995-03-30,"COLLECT COD",TRUCK,"packages sleep slyly. carefully even"
2403429,30890,8400,3,17.00,30955.13,0.04,0.07,R,F,1995-04-29,1995-05-10,1995-05-23,"TAKE BACK RETURN","REG AIR","ar pinto b"
2403430,124622,7135,1,6.00,9879.72,0.01,0.05,N,O,1995-11-28,1995-12-19,1995-11-29,"TAKE BACK RETURN",AIR,"ously expres"
2403430,120779,5804,2,4.00,7199.08,0.07,0.04,N,O,1996-01-09,1995-11-23,1996-02-06,"DELIVER IN PERSON",TRUCK,"ly special accounts"
2403430,116480,8992,3,13.00,19454.24,0.00,0.00,N,O,1995-12-08,1995-11-19,1995-12-30,NONE,"REG AIR","ns. blithely pending requests boost furious"
2403430,62845,5352,4,31.00,56043.04,0.01,0.07,N,O,1996-01-28,1995-12-06,1996-02-03,"DELIVER IN PERSON",MAIL,"riously regular deposits print above the"
2403430,32143,9653,5,30.00,32254.20,0.04,0.01,N,O,1995-12-31,1995-12-18,1996-01-01,"DELIVER IN PERSON",TRUCK,"riously final theodolites. speci"
2403430,22755,5258,6,13.00,21810.75,0.02,0.04,N,O,1996-01-23,1996-01-14,1996-02-08,"TAKE BACK RETURN","REG AIR"," use slyly acco"
2403430,39158,1662,7,18.00,19748.70,0.04,0.01,N,O,1995-12-11,1995-12-12,1995-12-24,"TAKE BACK RETURN","REG AIR","uternes past the fluffily even "
2403431,119612,2124,1,42.00,68527.62,0.09,0.07,N,O,1996-08-02,1996-07-08,1996-08-16,NONE,SHIP,"s. slyly ironic deposits mainta"
2403431,114325,4326,2,4.00,5357.28,0.04,0.01,N,O,1996-08-17,1996-08-21,1996-08-29,"COLLECT COD",AIR,"he blithely ironic accounts. reg"
2403431,51451,8967,3,21.00,29451.45,0.05,0.02,N,O,1996-08-25,1996-08-02,1996-08-29,"DELIVER IN PERSON",TRUCK,"gular pinto beans. fluffily bo"
2403431,127377,4914,4,28.00,39322.36,0.01,0.06,N,O,1996-08-26,1996-06-30,1996-09-03,NONE,FOB,"nag carefully according to the unus"
2403431,18026,8027,5,37.00,34928.74,0.00,0.02,N,O,1996-06-15,1996-07-06,1996-07-06,"TAKE BACK RETURN","REG AIR","e furiously regular deposits. carefu"
2403456,185442,2997,1,12.00,18329.28,0.03,0.04,N,O,1995-07-29,1995-08-21,1995-08-01,"COLLECT COD","REG AIR","ously ironic forges are blithely."
2403456,122960,2961,2,35.00,69403.60,0.05,0.01,N,O,1995-08-17,1995-08-16,1995-09-12,"DELIVER IN PERSON",TRUCK,"nts use blithely ironic depths. blith"
2403456,178004,3039,3,2.00,2164.00,0.01,0.00,N,O,1995-07-09,1995-07-27,1995-08-03,"COLLECT COD",RAIL," regular ideas use carefully across the fi"
2403456,110881,882,4,31.00,58648.28,0.02,0.07,N,F,1995-06-17,1995-08-01,1995-06-29,"DELIVER IN PERSON",TRUCK,"mong the quickly final accounts. bold "
2403456,174736,7254,5,48.00,86915.04,0.02,0.07,N,O,1995-09-15,1995-07-20,1995-10-12,NONE,"REG AIR"," express accounts do detect care"
2403457,198513,3552,1,42.00,67683.42,0.01,0.02,N,O,1998-04-24,1998-03-12,1998-05-19,"TAKE BACK RETURN",RAIL,"hely even accou"
2403457,195100,5101,2,33.00,39438.30,0.02,0.03,N,O,1998-02-24,1998-04-05,1998-03-13,"DELIVER IN PERSON",MAIL,"ecial pinto beans are. fluffi"
2403457,33468,5972,3,25.00,35036.50,0.03,0.01,N,O,1998-03-27,1998-04-10,1998-04-17,"COLLECT COD",FOB,"inal accounts wake. packages use thinly"
2403457,95585,5586,4,28.00,44256.24,0.10,0.06,N,O,1998-03-13,1998-04-18,1998-03-29,"DELIVER IN PERSON",SHIP,"are carefull"
2403457,84301,9318,5,39.00,50126.70,0.07,0.03,N,O,1998-05-24,1998-03-21,1998-06-03,"TAKE BACK RETURN",SHIP,"nt requests? slyl"
2403457,37887,391,6,42.00,76644.96,0.09,0.03,N,O,1998-05-17,1998-04-16,1998-06-04,"DELIVER IN PERSON",RAIL,"regular packages. care"
2403457,165262,2811,7,16.00,21236.16,0.04,0.01,N,O,1998-05-21,1998-04-26,1998-05-24,"DELIVER IN PERSON",AIR," cajole furiously. furi"
2403458,149385,1900,1,1.00,1434.38,0.10,0.00,A,F,1994-06-22,1994-07-19,1994-07-10,NONE,AIR,"ake above the "
2403458,106973,1994,2,18.00,35639.46,0.10,0.01,R,F,1994-07-19,1994-06-19,1994-07-22,"DELIVER IN PERSON",FOB,"ross the deposits wake carefully spec"
2403459,48781,3790,1,21.00,36325.38,0.05,0.06,R,F,1993-07-13,1993-06-27,1993-08-02,NONE,MAIL,"ly ironic courts na"
2403459,60422,5435,2,35.00,48384.70,0.06,0.05,R,F,1993-06-26,1993-08-13,1993-07-12,"COLLECT COD",AIR,"ickly quickly f"
2403459,106923,6924,3,10.00,19299.20,0.03,0.02,R,F,1993-07-06,1993-07-19,1993-07-08,"COLLECT COD",SHIP," ironic accounts hinder. quic"
2403459,51136,8652,4,13.00,14132.69,0.08,0.00,R,F,1993-08-04,1993-07-26,1993-08-24,"TAKE BACK RETURN","REG AIR"," haggle fluffily among the packages. "
2403460,131482,6509,1,38.00,57512.24,0.01,0.06,N,O,1996-03-28,1996-06-17,1996-04-15,NONE,"REG AIR","lyly even deposits affi"
2403460,14072,6574,2,35.00,34512.45,0.05,0.00,N,O,1996-05-06,1996-05-16,1996-05-12,"DELIVER IN PERSON","REG AIR","s. unusual deposits cajole blithe"
2403460,94431,1959,3,44.00,62718.92,0.06,0.05,N,O,1996-06-14,1996-06-23,1996-06-24,"TAKE BACK RETURN",MAIL,"instructions sle"
2403460,96813,1832,4,48.00,86870.88,0.07,0.01,N,O,1996-04-27,1996-05-04,1996-05-04,"DELIVER IN PERSON",FOB,"press dependencies "
2403460,123869,3870,5,23.00,43535.78,0.02,0.07,N,O,1996-05-12,1996-06-20,1996-05-23,"TAKE BACK RETURN",TRUCK,"uests solve furiously. ironic deposits"
2403460,56636,6637,6,25.00,39815.75,0.05,0.06,N,O,1996-06-11,1996-06-13,1996-07-09,"COLLECT COD","REG AIR","refully blithely bold foxes. slyly bold pi"
2403460,75664,8172,7,35.00,57388.10,0.08,0.01,N,O,1996-06-15,1996-05-01,1996-06-26,"COLLECT COD",RAIL,"y after the regular, special "
2403461,80241,242,1,20.00,24424.80,0.09,0.03,R,F,1993-12-27,1993-11-25,1993-12-29,"TAKE BACK RETURN",TRUCK,"ial packages. pending, pendi"
2403461,8433,5934,2,44.00,59022.92,0.06,0.01,A,F,1994-02-16,1993-12-12,1994-03-16,"DELIVER IN PERSON",FOB,"lphins sleep furiou"
2403461,123850,8875,3,28.00,52467.80,0.09,0.07,A,F,1993-11-19,1993-12-04,1993-12-04,NONE,RAIL,"y even notornis. furiously regular instruct"
2403461,146895,1924,4,37.00,71849.93,0.02,0.00,R,F,1994-01-01,1993-12-03,1994-01-05,NONE,TRUCK,"ix ironic pinto beans. "
2403461,57238,7239,5,36.00,43028.28,0.08,0.00,R,F,1993-12-14,1993-12-06,1993-12-29,"DELIVER IN PERSON",AIR,"theodolites. stealthily brave theodolite"
2403461,190647,3167,6,19.00,33015.16,0.03,0.02,A,F,1994-01-22,1993-11-25,1994-02-06,"TAKE BACK RETURN",TRUCK,"kages nag carefully slyly pending theod"
2403462,8002,503,1,12.00,10920.00,0.01,0.06,N,O,1996-03-03,1996-05-01,1996-03-23,"COLLECT COD",AIR,"he requests serve carefully plate"
2403462,86761,6762,2,28.00,48937.28,0.04,0.06,N,O,1996-03-02,1996-04-02,1996-03-29,NONE,SHIP," quickly bold ideas. slyly ironi"
2403462,191280,3800,3,46.00,63078.88,0.00,0.06,N,O,1996-04-22,1996-03-28,1996-04-27,"TAKE BACK RETURN",AIR,"ly ironic requests do sleep"
2403463,57289,9795,1,42.00,52343.76,0.10,0.00,N,O,1996-08-21,1996-09-26,1996-09-09,NONE,"REG AIR","oze blithely special accounts. slyly e"
2403463,50176,5187,2,30.00,33785.10,0.01,0.04,N,O,1996-08-07,1996-09-06,1996-08-19,NONE,TRUCK,"cording to the dolphins. furiously"
2403463,106897,1918,3,34.00,64732.26,0.01,0.04,N,O,1996-07-07,1996-08-25,1996-07-25,"DELIVER IN PERSON",MAIL,"y ironic instructi"
2403463,11391,6394,4,21.00,27350.19,0.09,0.04,N,O,1996-07-06,1996-08-09,1996-07-12,"DELIVER IN PERSON",FOB,"express pinto be"
2403463,45770,8275,5,11.00,18873.47,0.03,0.03,N,O,1996-09-14,1996-08-21,1996-09-18,"COLLECT COD",MAIL,"tealthily at the foxe"
2403488,19053,9054,1,24.00,23329.20,0.06,0.07,N,O,1998-04-14,1998-05-23,1998-04-23,NONE,RAIL,"ing, final deposits integr"
2403488,22894,2895,2,40.00,72675.60,0.06,0.04,N,O,1998-05-23,1998-04-27,1998-06-05,"COLLECT COD",TRUCK,"nusual requests sleep according to the furi"
2403488,170353,354,3,42.00,59780.70,0.07,0.02,N,O,1998-03-08,1998-04-03,1998-04-04,"COLLECT COD",SHIP,"fully final accounts caj"
2403488,117647,5181,4,12.00,19975.68,0.04,0.08,N,O,1998-02-27,1998-04-21,1998-03-28,"TAKE BACK RETURN",SHIP," beans against the requests affix bl"
2403489,120894,3407,1,39.00,74680.71,0.10,0.05,N,O,1998-01-21,1998-03-02,1998-02-02,"DELIVER IN PERSON",RAIL,"uickly regular asymptotes poac"
2403489,59952,7468,2,50.00,95597.50,0.04,0.01,N,O,1998-02-22,1998-03-31,1998-03-09,NONE,MAIL,"furiously pending, unusual requests"
2403490,2784,2785,1,13.00,21928.14,0.08,0.04,N,O,1996-05-14,1996-03-21,1996-05-23,"TAKE BACK RETURN",RAIL,"ly during the fur"
2403491,193906,1464,1,36.00,71996.40,0.02,0.06,A,F,1994-01-10,1993-12-02,1994-01-31,"DELIVER IN PERSON",FOB,"ests. foxes cajole carefully ac"
2403491,163681,3682,2,12.00,20936.16,0.00,0.07,A,F,1994-01-19,1993-12-21,1994-01-31,"COLLECT COD",AIR,"t requests against "
2403491,169811,7360,3,6.00,11284.86,0.07,0.06,A,F,1994-01-16,1993-11-30,1994-01-26,"COLLECT COD","REG AIR","ounts are accounts. blithely regular de"
