O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3006823,115195,O,165802.82,1997-10-27,"4-NOT SPECIFIED","Clerk#000000722",0," fluffily even dolphins are fluffily among the slyly speci"
3006848,785,O,148785.42,1997-12-08,"4-NOT SPECIFIED","Clerk#000000953",0,"refully. carefully idle packages"
3006849,131723,F,7861.92,1993-12-06,"4-NOT SPECIFIED","Clerk#000000657",0,"al packages. excuses sleep fluffily regular asymptotes. furiously "
3006850,16205,O,182664.29,1998-04-02,5-LOW,"Clerk#000000475",0,"al instructions aga"
3006851,103817,F,59272.54,1992-09-06,"4-NOT SPECIFIED","Clerk#000000724",0,"ts. final asymptotes about "
3006852,37021,O,60611.40,1996-01-08,"4-NOT SPECIFIED","Clerk#000000595",0,"refully about the p"
3006853,141340,O,275490.80,1996-07-03,"4-NOT SPECIFIED","Clerk#000000314",0,"s asymptotes. carefully even foxes wake slyly never unusual sentiments. flu"
3006854,98237,F,190193.28,1993-02-27,2-HIGH,"Clerk#000000980",0,"ldly pending courts affix along the slyly even accounts"
3006855,9274,O,193987.13,1996-09-27,2-HIGH,"Clerk#000000563",0,"ckly final foxes. s"
3006880,16114,O,155745.19,1997-09-08,1-URGENT,"Clerk#000000201",0,"er the ideas. slyly slow instructions use?"
3006881,47107,P,282563.71,1995-03-02,2-HIGH,"Clerk#000000930",0,"requests cajole even, "
3006882,21193,F,264273.86,1992-07-15,1-URGENT,"Clerk#000000976",0,"carefully pending packages. blithely ironic p"
3006883,85805,F,167803.12,1992-01-02,5-LOW,"Clerk#000000825",0,"se, pending pinto beans lose carefully. fluffily regular deposits wake furiou"
3006884,22693,F,158991.04,1992-05-08,3-MEDIUM,"Clerk#000000261",0,"s x-ray. carefully regular requests c"
3006885,68980,F,62426.50,1993-11-10,3-MEDIUM,"Clerk#000000136",0,"ounts. regular deposits wake furiously. slyly ironic gro"
3006886,135886,F,260717.72,1992-10-26,"4-NOT SPECIFIED","Clerk#000000727",0," alongside of the packages. blithely even forges are blithely ironic accounts."
3006887,54788,F,148265.84,1993-12-21,"4-NOT SPECIFIED","Clerk#000000095",0,"y ironic packages haggle slyly slyly ironic foxes. e"
3006912,109480,P,307677.15,1995-03-12,1-URGENT,"Clerk#000000102",0,"the fluffily silent packages cajole slyly regular packages. regular requests "
3006913,108695,O,37302.85,1996-01-01,1-URGENT,"Clerk#000000706",0,"ts haggle blithely. qu"
3006914,127939,F,72793.37,1993-10-14,2-HIGH,"Clerk#000000566",0,"s cajole blithely slyly silent ideas. blithely final packages across the iro"
3006915,19805,F,54880.18,1992-11-01,"4-NOT SPECIFIED","Clerk#000000952",0,"ously regular packages. special, special"
3006916,8807,F,113847.98,1995-04-09,"4-NOT SPECIFIED","Clerk#000000755",0,"ully even accounts. carefully even dependencies sublate final in"
3006917,110944,F,57347.79,1992-04-25,1-URGENT,"Clerk#000000418",0,"cies haggle furiously according to the regular ideas. blith"
3006918,119635,O,54033.51,1995-07-06,2-HIGH,"Clerk#000000764",0," pending instructions a"
3006919,84754,F,88625.02,1995-02-06,1-URGENT,"Clerk#000000753",0,"le after the permanent deposits. theodolites "
3006944,40195,F,46569.68,1992-08-11,"4-NOT SPECIFIED","Clerk#000000448",0,"es. carefully special deposits a"
3006945,81761,F,93848.15,1994-02-23,"4-NOT SPECIFIED","Clerk#000000078",0,"tly final theodolites. carefully ironic ideas along the qui"
3006946,145690,F,87521.21,1994-04-22,5-LOW,"Clerk#000000747",0,"y ironic dinos sleep furiously. quickly unusual theodolites integrate ca"
3006947,2539,O,78367.49,1995-11-19,2-HIGH,"Clerk#000000723",0,"gular instructions are across the furiously express requests. slyly pend"
3006948,67591,F,213413.28,1993-03-19,"4-NOT SPECIFIED","Clerk#000000341",0,"lyly final packages; quickly fluffy"
3006949,44764,F,136174.01,1992-09-16,2-HIGH,"Clerk#000000734",0,". ironic somas haggle above the"
3006950,83101,O,54468.11,1995-08-31,"4-NOT SPECIFIED","Clerk#000000702",0,"s packages boost about the bold d"
3006951,20330,O,173441.87,1997-01-11,5-LOW,"Clerk#000000843",0,"the, pending pinto beans detect slyly. bold, bold instru"
3006976,123401,F,261019.52,1994-10-20,2-HIGH,"Clerk#000000774",0,"ounts cajole. caref"
3006977,84866,O,103482.02,1998-03-07,3-MEDIUM,"Clerk#000000698",0,"ter the blithely final tithes: enticing instructio"
3006978,130235,F,154509.01,1994-08-22,1-URGENT,"Clerk#000000104",0,"ctions detect slyly regul"
3006979,53792,F,52241.51,1994-03-01,"4-NOT SPECIFIED","Clerk#000000892",0,"quickly unusual dependencies. ironic d"
3006980,24163,O,239938.43,1998-03-01,3-MEDIUM,"Clerk#000000333",0,"es. final pinto beans acr"
3006981,27056,O,140470.45,1996-06-03,5-LOW,"Clerk#000000299",0," slyly special requests. asymptotes cajole quick"
3006982,67379,F,213425.05,1992-12-18,2-HIGH,"Clerk#000000432",0,"nic asymptotes use."
3006983,82853,F,61493.45,1994-06-26,3-MEDIUM,"Clerk#000000894",0,"es along the slyly regular accounts haggle furiou"
3007008,45613,O,207570.80,1996-11-05,"4-NOT SPECIFIED","Clerk#000000405",0,"leep furiously blithely final packages. pending foxe"
3007009,107371,F,86092.73,1993-09-07,2-HIGH,"Clerk#000000725",0,". packages integrate slyly pending asymptotes. blithely even excuses a"
3007010,61838,O,151294.16,1998-02-16,3-MEDIUM,"Clerk#000000943",0,"lly final requests after the slyly regular dependencies ar"
3007011,94546,F,153347.73,1994-12-14,1-URGENT,"Clerk#000000413",0,"tes. furiously bold ideas are sly"
3007012,58867,F,15097.55,1994-06-18,2-HIGH,"Clerk#000000036",0,"ully regular deposits sleep against the furiously special deposits. quickl"
3007013,115660,F,159664.32,1992-01-01,"4-NOT SPECIFIED","Clerk#000000534",0,"ly final escapades haggle according to the furiously unusual packages. ironi"
3007014,38417,O,263930.74,1997-04-14,1-URGENT,"Clerk#000000354",0,"d have to haggle bold epitaphs. slyly si"
3007015,72475,O,135565.03,1997-03-11,5-LOW,"Clerk#000000946",0,"ts. blithely ironic d"
3007040,67801,O,97837.25,1996-03-26,2-HIGH,"Clerk#000000249",0,"posits throughout the ironic acco"
3007041,102077,O,11049.55,1995-06-09,3-MEDIUM,"Clerk#000000238",0,"y pending deposits. even, "
3007042,56402,F,128091.96,1993-06-29,2-HIGH,"Clerk#000000056",0,"ar foxes nod bold, final theodolites. unusual pac"
3007043,92782,F,98980.75,1995-01-29,5-LOW,"Clerk#000000650",0,"se. dolphins wake carefully about the packages. ruthless"
3007044,118711,O,201594.04,1996-03-24,1-URGENT,"Clerk#000000556",0," ironic accounts along the quickly bold theod"
3007045,14300,O,4548.00,1995-06-05,3-MEDIUM,"Clerk#000000135",0," to the quickly even packages. iro"
3007046,31372,F,135907.14,1992-08-24,"4-NOT SPECIFIED","Clerk#000000886",0," grow slyly unusual instructions. carefully ironic foxes under t"
3007047,6329,O,231629.51,1998-05-05,2-HIGH,"Clerk#000000094",0,"pinto beans are quickly fluffily ironic asymptotes. q"
3007072,15698,O,90105.70,1996-04-29,"4-NOT SPECIFIED","Clerk#000000665",0,"s wake slyly bold deposits. blithely ironic courts"
3007073,125945,O,38813.62,1995-10-17,3-MEDIUM,"Clerk#000000530",0,"lithely ironic dolphins. furiously even requests are slyly around the quickly "
3007074,102583,F,46384.58,1994-09-11,"4-NOT SPECIFIED","Clerk#000000242",0,"cial accounts use across the fluffily expre"
3007075,133960,P,249638.80,1995-05-17,5-LOW,"Clerk#000000910",0," beans was. furiously fina"
3007076,110242,F,156279.42,1994-11-13,2-HIGH,"Clerk#000000153",0," forges eat blithely pending requests. r"
3007077,16156,O,41917.93,1998-06-29,5-LOW,"Clerk#000000480",0,", pending requests. bold requests sl"
3007078,28193,O,3237.75,1997-06-17,1-URGENT,"Clerk#000000339",0,"heodolites? regular theodolites wake quickly deposit"
3007079,123751,O,195870.20,1995-08-18,1-URGENT,"Clerk#000000610",0," carefully. regularly final instructions mold about the"
3007104,121328,O,220428.08,1996-09-02,1-URGENT,"Clerk#000000275",0," ideas. blithely express instructions use slyly after the even, even pack"
3007105,53330,O,243832.20,1996-11-02,1-URGENT,"Clerk#000000305",0,"leep? regular instructions sleep furiously. carefu"
3007106,58205,O,135077.69,1995-07-29,3-MEDIUM,"Clerk#000000946",0,"bold theodolites. regular, ironic grouches haggle. blithely even theodo"
3007107,92254,F,88786.09,1993-04-24,2-HIGH,"Clerk#000000689",0,"thely. blithely ironic theodolites cajole carefully among the final dep"
3007108,88228,O,55796.97,1995-10-23,2-HIGH,"Clerk#000000855",0,"packages. ironic ideas are about the blithely fluffy ideas. unusual, "
3007109,67163,O,128707.19,1997-07-12,"4-NOT SPECIFIED","Clerk#000000125",0,"g blithely after the blithely"
3007110,41783,O,38077.86,1996-12-04,1-URGENT,"Clerk#000000363",0,"al waters run alongside of the fluffily "
3007111,88897,O,274805.91,1995-12-21,1-URGENT,"Clerk#000000423",0," pending, pending accou"
3007136,87721,O,218471.49,1995-12-24,5-LOW,"Clerk#000000187",0,"o beans across the carefully i"
3007137,102313,O,148284.82,1998-07-20,2-HIGH,"Clerk#000000869",0,"ally bold pinto beans breach furiously fluffily iro"
3007138,109916,F,95808.87,1993-06-07,3-MEDIUM,"Clerk#000000198",0,"y ironic requests. furi"
3007139,107653,O,135467.79,1998-02-05,5-LOW,"Clerk#000000337",0,"es. furiously regular deposits cajole according to t"
3007140,1814,O,45211.13,1997-09-05,1-URGENT,"Clerk#000000673",0,"ffix slyly. regular, regular dinos dazzle. fluffily bold p"
3007141,27325,F,6396.34,1994-04-21,1-URGENT,"Clerk#000000427",0," place of the silent deposits. ironic deposits print blithe"
3007142,76291,O,72242.30,1996-03-27,3-MEDIUM,"Clerk#000000979",0,"instructions sleep furiously unusual"
3007143,7129,O,292666.01,1998-07-29,2-HIGH,"Clerk#000000826",0,"even packages. furiou"
3007168,97066,O,115047.18,1996-10-20,2-HIGH,"Clerk#000000472",0,"ily among the quickly pen"
3007169,108209,F,34597.34,1994-12-31,1-URGENT,"Clerk#000000667",0," haggle ironic ideas. c"
3007170,53845,O,58033.09,1998-04-12,1-URGENT,"Clerk#000000403",0,"he slowly even realms. quickly special pearls bo"
3007171,1159,O,173044.81,1998-04-14,5-LOW,"Clerk#000000317",0,"lites sleep across the blithely idle excuses. excuses nag about the unusual p"
3007172,104368,O,264544.67,1996-07-05,"4-NOT SPECIFIED","Clerk#000000022",0,"e bold, express packag"
3007173,130726,O,187063.49,1996-11-16,5-LOW,"Clerk#000000190",0,"slyly. final, pending packages believe"
3007174,57226,F,207612.09,1993-04-02,5-LOW,"Clerk#000000085",0,"nts nag carefully. express, even pi"
3007175,130829,O,39760.93,1996-03-23,3-MEDIUM,"Clerk#000000670",0,"riously ironic deposits haggle fu"
3007200,129329,O,37989.04,1997-03-18,2-HIGH,"Clerk#000000349",0,"-- attainments cajole ironically. fluffily final accounts"
3007201,121579,F,178271.78,1992-12-28,5-LOW,"Clerk#000000107",0,"osits. slyly unusual deposits sleep f"
3007202,66577,F,97997.44,1995-01-31,1-URGENT,"Clerk#000000740",0," even accounts cajole blithely regular foxes"
3007203,104497,F,214589.73,1993-06-02,3-MEDIUM,"Clerk#000000561",0,"into beans. slyly silent instructions boost behin"
3007204,73624,O,188316.19,1995-04-09,"4-NOT SPECIFIED","Clerk#000000742",0," sleep furiously above the packages. even, regular"
3007205,27314,F,126901.73,1993-01-18,"4-NOT SPECIFIED","Clerk#000000953",0," quickly. special theodolites"
3007206,55114,F,128180.30,1994-11-23,2-HIGH,"Clerk#000000226",0,"above the accounts cajole acc"
3007207,19204,F,216452.23,1994-02-16,1-URGENT,"Clerk#000000072",0,"ackages wake after the regular deposits. quickl"
3007232,85238,O,53989.71,1998-01-15,2-HIGH,"Clerk#000000065",0,"totes! final courts use slyly. blithely express platelets s"
3007233,85456,F,122136.29,1993-07-19,"4-NOT SPECIFIED","Clerk#000000740",0,"quickly unusual deposits. bold deposits sleep. even, ironic theodolites "
3007234,145466,O,33880.23,1997-03-24,3-MEDIUM,"Clerk#000000010",0,"final requests. busily regular asympto"
3007235,136783,F,47362.43,1992-08-08,3-MEDIUM,"Clerk#000000631",0,"nstructions. carefully ironic deposits cajole according to the furiously pendi"
3007236,146873,O,66121.00,1997-10-30,1-URGENT,"Clerk#000000542",0,"ests across the slyly express excuses are blithely furiou"
3007237,85582,O,144316.46,1995-09-22,"4-NOT SPECIFIED","Clerk#000000528",0,"nag idly furiously even warhorses. blithely daring requests ab"
3007238,20203,F,282026.70,1993-02-16,1-URGENT,"Clerk#000000131",0,"ke after the blithely ironic cour"
3007239,74543,O,258572.72,1998-05-17,"4-NOT SPECIFIED","Clerk#000000280",0,"ronic deposits. regular sentiments use sly"
3007264,41065,F,138331.25,1994-10-04,2-HIGH,"Clerk#000000249",0,"atelets. quickly spec"
3007265,22660,O,159944.80,1996-12-17,"4-NOT SPECIFIED","Clerk#000000214",0,"ts. fluffily express excuses nag-- final, even deposits snooze quickly? i"
3007266,134075,F,226966.47,1994-06-09,"4-NOT SPECIFIED","Clerk#000000867",0,"counts up the express accounts boost across the slyly special ins"
3007267,95024,O,78685.47,1995-08-14,1-URGENT,"Clerk#000000546",0,"ng to the accounts sleep "
3007268,13415,O,96732.16,1997-03-24,"4-NOT SPECIFIED","Clerk#000000595",0," furiously ironic frays are ruthlessly. "
3007269,1171,O,115072.49,1996-06-18,5-LOW,"Clerk#000000053",0,"ously. deposits would doze slyl"
3007270,9343,O,79841.60,1997-06-30,2-HIGH,"Clerk#000000409",0,"inal requests. ironic, f"
3007271,94859,F,223378.20,1993-03-17,"4-NOT SPECIFIED","Clerk#000000370",0,"ccording to the carefully regular deposit"
3007296,87295,P,125066.71,1995-03-31,3-MEDIUM,"Clerk#000000960",0,"y ironic theodolites cajole slyly among the ironically final the"
3007297,15379,F,196134.57,1994-12-27,"4-NOT SPECIFIED","Clerk#000000558",0,"key players. regularly final accounts maintain blithely. quic"
3007298,13108,O,139039.52,1995-06-22,"4-NOT SPECIFIED","Clerk#000000402",0,"osits are. unusual platelets across the furiously silent instructions nod sly"
3007299,78356,O,10100.84,1998-01-25,2-HIGH,"Clerk#000000580",0,"ly pending deposits haggle. carefully regular requests "
3007300,79189,F,165343.17,1993-04-14,2-HIGH,"Clerk#000000085",0,"old dinos. ironic, unusual pa"
3007301,125092,O,218959.74,1997-08-12,"4-NOT SPECIFIED","Clerk#000000594",0,"lly special ideas accordin"
3007302,281,O,99389.94,1997-11-27,3-MEDIUM,"Clerk#000000565",0," final epitaphs haggle s"
3007303,64666,O,175474.85,1998-01-27,1-URGENT,"Clerk#000000778",0,"hely furiously express theodolites. blithely even packages detect fluffily b"
3007328,89573,O,77242.74,1997-11-04,5-LOW,"Clerk#000000863",0,"lets cajole furiously final, ironic packa"
3007329,39812,O,180321.00,1997-06-25,3-MEDIUM,"Clerk#000000007",0,"ructions are blithely. express, regular requests "
3007330,116942,F,134962.06,1993-06-13,1-URGENT,"Clerk#000000737",0,"ess, ironic packages. fluffily bold requests sleep stealthily. furiousl"
3007331,139402,O,280120.82,1998-05-29,1-URGENT,"Clerk#000000880",0," furiously unusual excuses cajole against the blithely "
3007332,71726,F,183026.42,1995-04-27,3-MEDIUM,"Clerk#000000120",0,"ously enticing dugouts. quickly final packages wake slyly. bold theo"
3007333,93757,F,292972.89,1993-12-31,5-LOW,"Clerk#000000763",0," quickly ironic dolphins?"
3007334,587,F,99303.43,1993-01-27,5-LOW,"Clerk#000000961",0,"oost carefully fluffily regular hockey playe"
3007335,103388,O,114190.29,1995-11-03,1-URGENT,"Clerk#000000580",0,"ironic instructions run al"
3007360,41120,O,58006.81,1997-10-05,3-MEDIUM,"Clerk#000000452",0,"r accounts wake. express dependencies wake "
3007361,42797,O,196329.19,1996-08-04,"4-NOT SPECIFIED","Clerk#000000521",0,"press packages sleep slyly. final, unusual accounts along the final packag"
3007362,23983,F,248341.03,1993-04-17,2-HIGH,"Clerk#000000914",0," cajole furiously about the ironic foxes. blithely ironic id"
3007363,6028,O,160083.50,1996-04-08,2-HIGH,"Clerk#000000972",0,"ly silent accounts. blithely final forges wake according to the requests. qui"
3007364,59045,O,56263.88,1997-04-12,5-LOW,"Clerk#000000440",0," carefully regular theodolites. slyly f"
3007365,105952,F,90531.82,1992-07-05,3-MEDIUM,"Clerk#000000298",0," theodolites haggle slyly. fluffily ironic ac"
3007366,78127,O,196789.47,1997-10-14,2-HIGH,"Clerk#000000291",0,"oost quickly even ideas. furiously even theodolites a"
3007367,123934,F,56931.01,1993-01-22,"4-NOT SPECIFIED","Clerk#000000896",0,"sleep special foxes. ideas cajole ideas. bold deposits cajole fluffily aft"
3007392,47420,O,261541.31,1998-04-18,3-MEDIUM,"Clerk#000000025",0,"ckages affix furiously carefully regular hockey players. idle package"
3007393,28657,F,48505.67,1992-09-18,3-MEDIUM,"Clerk#000000485",0,"r requests wake quickly; final foxes "
3007394,135251,O,144530.22,1997-07-09,"4-NOT SPECIFIED","Clerk#000000489",0,"yly final requests since the carefully express deposits haggle quickly regular"
3007395,57404,F,268968.67,1992-02-19,"4-NOT SPECIFIED","Clerk#000000187",0,"ctions boost enticing, final foxes. excuses haggle enti"
3007396,138754,O,76138.78,1997-01-25,2-HIGH,"Clerk#000000749",0," nag carefully even instructions. furiously bold dep"
3007397,123676,F,240235.02,1994-07-15,5-LOW,"Clerk#000000243",0,"ep furiously according to the regular accounts. blithel"
3007398,51829,F,87601.72,1992-05-19,3-MEDIUM,"Clerk#000000255",0,"posits nag furiously final accounts. quickly pending excuses sleep slyly"
3007399,34945,F,180901.03,1994-12-10,5-LOW,"Clerk#000000096",0,"nding courts. final ideas across the regul"
3007424,55663,O,244517.26,1995-11-21,2-HIGH,"Clerk#000000193",0,"ons are. blithely silent deposits use even foxes. quietl"
3007425,117520,O,196860.01,1996-06-07,5-LOW,"Clerk#000000994",0,"ular ideas according to the fluffily ironic deposits haggle furiou"
3007426,83458,O,134224.72,1996-10-29,"4-NOT SPECIFIED","Clerk#000000592",0,"times pending packages according to the close packages haggle carefu"
3007427,7363,O,198404.17,1998-01-11,1-URGENT,"Clerk#000000800",0,"ss instructions mai"
3007428,133381,F,65178.50,1994-11-04,5-LOW,"Clerk#000000043",0,"nally bold packages poach. quickly ironic ideas detect fl"
3007429,118790,F,178316.81,1993-07-01,5-LOW,"Clerk#000000273",0,"ly express pearls along the regular, pending deposits affix carefully"
3007430,144253,O,10533.11,1996-11-20,3-MEDIUM,"Clerk#000000701",0," deposits wake fluffily quickly final escapades. regular pinto beans nag ab"
3007431,130517,F,412567.49,1992-01-28,2-HIGH,"Clerk#000000778",0,"long the fluffily even dep"
3007456,143281,O,12562.77,1997-07-09,1-URGENT,"Clerk#000000720",0," idle, express accounts affix slyly"
